Tweet,Sentiment,cleaned
"@Shehusky •  WHAT is Next? 

There was a Country Right? #Nigeria;

Human Greed brings nothing but destructions! 

#Yoruba; #Hausa; #Igbo;
#Abuja; #INEC; #Lagos; #Obidients; https://t.co/NUgAf73UdK",positive,Shehusky Next Country Right Nigeria Human Greed brings nothing destructions Yoruba Hausa Igbo Abuja INEC Lagos Obidients
"IGBOS!! 
TRAVEL BACK TO YOUR STATE OF ORIGIN FOR CENSUS, 
DON’T ADD NUMBERS FOR OTHER PEOPLE!!!
#census2023 #inec #Igbo #MAZINNAMDIKANU",negative,IGBOS TRAVEL BACK STATE ORIGIN CENSUS DONT ADD NUMBERS PEOPLE census2023 inec Igbo MAZINNAMDIKANU
Facts can’t be hidden #Obidients won this election for @PeterObi. The results are there for everyone to see. #INEC don run #agbado street 😅 https://t.co/og0tUig38f,negative,Facts cant hidden Obidients election PeterObi results everyone see INEC run agbado street
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"INEC to issue Certificates of Return to state assembly members-elect Thursday 

Read more: https://t.co/bGgu3NfMSv 

#adaba889fmnews #politics_adabafmnews #ondo #INEC #news #NewsUpdate",positive,INEC issue Certificates Return state assembly memberselect Thursday Read adaba889fmnews politicsadabafmnews ondo INEC news NewsUpdate
"Today’s HEADLINES! 

Angry Nigerians Storm UK, US Embassies; See Their Shocking Demand Over 2023 Elections
#INEC  #inecchairman #nigeria 

https://t.co/bOjeFBIQqx https://t.co/JYgyuDnWKM",negative,Todays HEADLINES Angry Nigerians Storm UK US Embassies See Shocking Demand 2023 Elections INEC inecchairman nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @PeterObiUSA: Prof. Chinua Achibe - There was a country…..🤦🏾‍♂️ The level of impunity of #INEC #APC and #PDP in the last 3 weeks alone w…,neutral,RT PeterObiUSA Prof Chinua Achibe country level impunity INEC APC PDP last 3 weeks alone w
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"•https://t.co/TTJZcYrW4h ~ APC finally brought the Revolution - #Nigeria; 

The World Press Conference Yesterday The 27th Of March ,2023 In #Abuja.

#Lagos; #INEC-",neutral,APC finally brought Revolution Nigeria World Press Conference Yesterday 27th March 2023 Abuja Lagos INEC
"RT @AgencyKyrie: Branded full color water flasks.
They're ideal souvenir items.
#lagos #sanwoolu #arisetv #surulere #INEC #seyimakinde http…",positive,RT AgencyKyrie Branded full color water flasks Theyre ideal souvenir items lagos sanwoolu arisetv surulere INEC seyimakinde
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"@wemabank I am having transfer issue using ussd code and problem with buying recharge cards.
Pls dont tell me to dm you because I have sent several dm but no response.

#mummygo #INEC #Obi #Davido",neutral,wemabank transfer issue using ussd code problem buying recharge cards Pls dont tell dm sent several dm response mummygo INEC Obi Davido
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @vanguardngrnews: Surulere constituency I: Desmond Elliot’s rival, Olumide Oworu not on ballot
https://t.co/xvZKCw5dPm
#Governorshipresu…",neutral,RT vanguardngrnews Surulere constituency Desmond Elliots rival Olumide Oworu ballot Governorshipresu
"RT @vanguardngrnews: Surulere constituency I: Desmond Elliot’s rival, Olumide Oworu not on ballot
https://t.co/xvZKCw5dPm
#Governorshipresu…",neutral,RT vanguardngrnews Surulere constituency Desmond Elliots rival Olumide Oworu ballot Governorshipresu
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @ChinasaNworu: #BREAKING: #INEC Chairman, Prof. Mahmood Admits #Presidential #Election Was Sabotaged. @inecnigeria @EUinNigeria @USinNig…",neutral,RT ChinasaNworu BREAKING INEC Chairman Prof Mahmood Admits Presidential Election Sabotaged inecnigeria EUinNigeria USinNig
RT @ChinasaNworu: Presidential Election results: #INEC hastily declared Tinubu President-elect – Etiaba. @ForeignAffairs @real_IpobDOS @ine…,neutral,RT ChinasaNworu Presidential Election results INEC hastily declared Tinubu Presidentelect Etiaba ForeignAffairs realIpobDOS ine
"RT @BusinessDayNg: 2023 Electoral infractions have dented Nigeria’s image — GoNigeria

#election #electoralinfraction #inec #businessday…",neutral,RT BusinessDayNg 2023 Electoral infractions dented Nigerias image GoNigeria election electoralinfraction inec businessday
"RT @Eriston_group: LAND FOR SALE!
Azuka Hills is now selling for ₦750k.

Location : Ipo-Abara, Port Harcourt. 
Title : Deed of Conveyance…",neutral,RT Eristongroup LAND SALE Azuka Hills selling 750k Location IpoAbara Port Harcourt Title Deed Conveyance
"2023 Electoral infractions have dented Nigeria’s image — GoNigeria

#election #electoralinfraction #inec #businessday 
 https://t.co/zUSAjOMJAa",neutral,2023 Electoral infractions dented Nigerias image GoNigeria election electoralinfraction inec businessday
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Make Jagaban just share everybody 1 billion naira make we forget the mandate for am, I go reason PO #BBTaitans #PeterObi #INEC #SupremeCourt #TinubuForPrison",neutral,Make Jagaban share everybody 1 billion naira make forget mandate go reason PO BBTaitans PeterObi INEC SupremeCourt TinubuForPrison
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/ouxifMu0pX",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/wUHbBQ68PT",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/5pM9GXgDLG",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/AlbTMH7IFe",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/9UE31JGdqY",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/rDZSScoVK9",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/DoasqfVdEc",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/rUMScbVHrs",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/hiA9sQqHGn",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/7sf18rYP1w",neutral,Monday March 28 2023 headlines sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/9kOPNeOs8L",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/h4rewXsBoI",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/NC9P7GDCNL",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/58dMVTcKgi",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/RLE4wUGF8y",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/ycbzQxJM4q",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/qWx3pFE6SB",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/h9Xxiwk02I",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/JuWedHL8ya",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"Monday, March 28, 2023 headlines 

@EdialeWrites
@sabistation

#Politics 
#News 
#Business 
#INEC 
#Nigeria
#CBN 
#ElectionCommission https://t.co/9dPS5pw3hw",neutral,Monday March 28 2023 headlines EdialeWrites sabistation Politics News Business INEC Nigeria CBN ElectionCommission
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
RT @ChinasaNworu: From this text message from an #INEC officer it’s very that #INEC &amp; #APC had a preplanned agenda to rig this Gubenatorial…,positive,RT ChinasaNworu text message INEC officer INEC amp APC preplanned agenda rig Gubenatorial
"RT @ChinasaNworu: 2023 election: There’s no #president-elect, #INEC decision won’t stand – Pa Adebanjo. @UKinNigeria @inecnigeria @real_Ipo…",neutral,RT ChinasaNworu 2023 election Theres presidentelect INEC decision wont stand Pa Adebanjo UKinNigeria inecnigeria realIpo
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"My country Nigeria has suffered a million cuts from its leaders and still stands ,we thank you for your strength o great country of ours and into you shall the evil leaders also be buried #BBTaitans #Israel #AllAmerican #INEC #inecnigeria #LagosDecides2023",negative,country Nigeria suffered million cuts leaders still stands thank strength great country shall evil leaders also buried BBTaitans Israel AllAmerican INEC inecnigeria LagosDecides2023
"Please kindly help retweet 🙏 ❤️

Few Months Registered But no driven Super Clean Toks Standard 2013/2014 Sport Edition.. V6 Engine first Body 💯Toyota Camry Available in a Solid Condition
Location:- Ikorodu
Price - 6m
#Obidient #INEC #DSS #JUNGKOOKxCALVINKLEIN #Lagos #Nigeria https://t.co/0YRwEbqNmK",positive,Please kindly help retweet Months Registered driven Super Clean Toks Standard 20132014 Sport Edition V6 Engine first Body Toyota Camry Available Solid Condition Location Ikorodu Price 6m Obidient INEC DSS JUNGKOOKxCALVINKLEIN Lagos Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"INEC Fixes April 15 For Kebbi, Adamawa, Other Supplementary Elections https://t.co/38J3EpFN7C

#news  #inec  #adamawa #Election https://t.co/alKjby9a2Z",negative,INEC Fixes April 15 Kebbi Adamawa Supplementary Elections news inec adamawa Election
"INEC Fixes April 15 For Kebbi, Adamawa, Other Supplementary Elections https://t.co/6mfLApR0PT

#news  #inec  #adamawa #Election https://t.co/gr8ZhQOnJv",negative,INEC Fixes April 15 Kebbi Adamawa Supplementary Elections news inec adamawa Election
RT @ChinasaNworu: From this text message from an #INEC officer it’s very that #INEC &amp; #APC had a preplanned agenda to rig this Gubenatorial…,positive,RT ChinasaNworu text message INEC officer INEC amp APC preplanned agenda rig Gubenatorial
RT @EmmaKuza: A similar situation was observed in respect of  Awe LGA where votes returned were more than total of accreditation. These dec…,positive,RT EmmaKuza similar situation observed respect Awe LGA votes returned total accreditation dec
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Still Available
Please kindly help retweet 🙏❤️
#Obidient #INEC #DSS #JUNGKOOKxCALVINKLEIN #Lagos #Nigeria #FFK #keyamo #Rufai #Arisetv #Nigeria #Peterobi #Mandate #LabourParty https://t.co/BdHEvMbZXU",positive,Still Available Please kindly help retweet Obidient INEC DSS JUNGKOOKxCALVINKLEIN Lagos Nigeria FFK keyamo Rufai Arisetv Nigeria Peterobi Mandate LabourParty
"Still Available
Please kindly help retweet 🙏❤️
#Obidient #INEC #DSS #JUNGKOOKxCALVINKLEIN #Lagos #Nigeria #FFK #keyamo #Rufai #Arisetv #Nigeria #Peterobi #Mandate #LabourParty https://t.co/u32ZuoLdJQ",positive,Still Available Please kindly help retweet Obidient INEC DSS JUNGKOOKxCALVINKLEIN Lagos Nigeria FFK keyamo Rufai Arisetv Nigeria Peterobi Mandate LabourParty
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"Please kindly help retweet 🙏❤️

TOKS STANDARD RX330 2005
FULL OPTION
FIRSTBODY
REVERSE CAM
SUNROOF
PERFECT CAR
AC IS SUPER CHILLING 
BUY AND DRIVE
PRICE - 4.7M
LOCATION - AJAH #Obidient #Mandate #INEC #Lagos #MCOluomo #Chude #FFK #DSS #Keyamo #Rufai #arisetv #Lexus #Peterobi #LP https://t.co/CqHetexSGA",positive,Please kindly help retweet TOKS STANDARD RX330 2005 FULL OPTION FIRSTBODY REVERSE CAM SUNROOF PERFECT CAR AC SUPER CHILLING BUY DRIVE PRICE 47M LOCATION AJAH Obidient Mandate INEC Lagos MCOluomo Chude FFK DSS Keyamo Rufai arisetv Lexus Peterobi LP
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"the useless bank in Nigeria today #ZenithBank @GodwinIEmefiele @OrdinaryGcon #NLC Zenith reverse my money it's over 6days! Every day one takes permission from work, get to the bank no network at customer service! #INEC Glitches...",negative,useless bank Nigeria today ZenithBank GodwinIEmefiele OrdinaryGcon NLC Zenith reverse money 6days Every day one takes permission work get bank network customer service INEC Glitches
"RT @_bekvng_: Ara agabala witch way de give food for dream😂 I chop her food carry her pot self 🤧 garri don too wash eye🙌🏾

@Naija_PR #Tweet…",neutral,RT bekvng Ara agabala witch way de give food dream chop food carry pot self garri wash eye NaijaPR Tweet
"Please can someone tell me where #INEC select is , we have not seen anything of him for some time now
The hidden truth here might be the fact that Tinubu wouldn't be available for the colloquium, as he's probably away on sick leave... it's #BBTaitans #bachelor 
Mr PeterObi",negative,Please someone tell INEC select seen anything time hidden truth might fact Tinubu wouldnt available colloquium hes probably away sick leave BBTaitans bachelor Mr PeterObi
"RT @_bekvng_: Ara agabala witch way de give food for dream😂 I chop her food carry her pot self 🤧 garri don too wash eye🙌🏾

@Naija_PR #Tweet…",neutral,RT bekvng Ara agabala witch way de give food dream chop food carry pot self garri wash eye NaijaPR Tweet
"Ara agabala witch way de give food for dream😂 I chop her food carry her pot self 🤧 garri don too wash eye🙌🏾

@Naija_PR #Tweets #BLOWTHISUP #latest #TOP4 #electionresults2023 #electionresult #INECElectionResult #INEC",positive,Ara agabala witch way de give food dream chop food carry pot self garri wash eye NaijaPR Tweets BLOWTHISUP latest TOP4 electionresults2023 electionresult INECElectionResult INEC
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"INEC to present Certificate of returns to Delta Governor-elect, Sheriff Oborevwori, his Deputy and 29 members of the State House of Assembly on Wednesday at 10am in Asaba. #DeltaPolitics #INEC #CertificateOfReturns https://t.co/1pqn1P2r87.talktalk https://t.co/z2AHxsOT6k",neutral,INEC present Certificate returns Delta Governorelect Sheriff Oborevwori Deputy 29 members State House Assembly Wednesday 10am Asaba DeltaPolitics INEC CertificateOfReturns
"RT @ChinasaNworu: #Nigeria 2023 elections: Protesters call for interim government, arrest of #INEC chairman. @real_IpobDOS @hrw @ChathamHou…",negative,RT ChinasaNworu Nigeria 2023 elections Protesters call interim government arrest INEC chairman realIpobDOS hrw ChathamHou
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Abductors of Nigerian Electoral Officers Demand N50Million Ransom 

Comment and Retweet #NewsCentralTV #AfricaFirst #INEC

Read More 👇
https://t.co/obA4NtG97h via @NewsCentralTV",positive,Abductors Nigerian Electoral Officers Demand N50Million Ransom Comment Retweet NewsCentralTV AfricaFirst INEC Read via NewsCentralTV
*Good Morning All.  Guess who I am flying with today⁉️ The peoples President  Peter Obi. God's willing we would see this through🙏🏼* #EluuPee #PeterObi #INEC #Obidients https://t.co/vCRjaK18qY,positive,Good Morning Guess flying today peoples President Peter Obi Gods willing would see EluuPee PeterObi INEC Obidients
"Full meaning of INEC gone wrong 😂

#lagos #TEMS #Davido #Asake #speedy #saraki #Abuja #wizkid #talented #Greenwood #dino #INEC https://t.co/2fGm90ISKL",positive,Full meaning INEC gone wrong lagos TEMS Davido Asake speedy saraki Abuja wizkid talented Greenwood dino INEC
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
RT @PTnewsmedia: The Independent National Electoral Commission has earmarked over N3bn to defend the results of the February 25 presidentia…,neutral,RT PTnewsmedia Independent National Electoral Commission earmarked N3bn defend results February 25 presidentia
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @newnigeriansng: Whether you are Yoruba, Igbo, Hausa, or any of the over 300 ethnic groups, you are free to be different. It is classy t…",positive,RT newnigeriansng Whether Yoruba Igbo Hausa 300 ethnic groups free different classy
"RT @jideyusuf: #Elections2023 has taught lessons, let's recap:
1. We can organise peaceful, free and fair elections; we almost did.
2. #Nig…",positive,RT jideyusuf Elections2023 taught lessons lets recap 1 organise peaceful free fair elections almost 2 Nig
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"Whether you are Yoruba, Igbo, Hausa, or any of the over 300 ethnic groups, you are free to be different. It is classy to be different in a New Nigeria!

Join the New Nigeria via Link in Bio

#Elupee #NewNigeria #INEC #inecelectionresult2023 #JoinTheNewNigeria https://t.co/0OBMNgk3z8",positive,Whether Yoruba Igbo Hausa 300 ethnic groups free different classy different New Nigeria Join New Nigeria via Link Bio Elupee NewNigeria INEC inecelectionresult2023 JoinTheNewNigeria
RT @ChinasaNworu: #CAF for record purposes #INEC just published the results of the football match that was played today between #Nigeria an…,neutral,RT ChinasaNworu CAF record purposes INEC published results football match played today Nigeria
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
@vanguardngrnews APC BAD LEADERSHIP #INEC chosen Tinubu.I urge UK 🇬🇧 to interfere in our affairs until we grow as a nation where corruption is free. @inecnigeria GIVE US OUR MANDATE not Drugdealer Tinubu Godforbid bat thing @realFFK disgrace to Nigeria 🇳🇬 we disagree with YOU,negative,vanguardngrnews APC BAD LEADERSHIP INEC chosen TinubuI urge UK interfere affairs grow nation corruption free inecnigeria GIVE US MANDATE Drugdealer Tinubu Godforbid bat thing realFFK disgrace Nigeria disagree
@ARISEtv Is because APCs bad leadership and the #INEC chosen Tinubu.I urge UK 🇬🇧 to interfere in our affairs until we grow as a nation where corruption is free. @inecnigeria GIVE US OUR MANDATE not Drugdealer Tinubu Godforbid bat thing @realFFK disgrace to Nigeria 🇳🇬 we disagree with YOU,negative,ARISEtv APCs bad leadership INEC chosen TinubuI urge UK interfere affairs grow nation corruption free inecnigeria GIVE US MANDATE Drugdealer Tinubu Godforbid bat thing realFFK disgrace Nigeria disagree
"#2 Record Yourself Miming Challenge  

This week, your task is to submit a video of yourself miming a popular song of your choice.

To participate, simply log on to https://t.co/bT2VGy671M to upload a video of yourself or your crew miming. #naija #lagos #naira #inec #Hailerz #win https://t.co/db39Qfrq5n",positive,2 Record Miming Challenge week task submit video miming popular song choice participate simply log upload video crew miming naija lagos naira inec Hailerz win
"RT @EmmaKuza: @Supo196 @inecnigeria For sure the PDP have commenced the process of legal tussle at the tribunal. As at now, they even wrote…",positive,RT EmmaKuza Supo196 inecnigeria sure PDP commenced process legal tussle tribunal even wrote
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @NTAinternation1: SUPPLEMENTARY ELECTION 

#INEC decides that all outstanding Governorship, National and State Assembly supplementary el…",positive,RT NTAinternation1 SUPPLEMENTARY ELECTION INEC decides outstanding Governorship National State Assembly supplementary el
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
"RT @PeterObiUSA: Look at the evidence that @PeterObi won Rivers State in this past Presidential Election 🗳️. 
#INEC Chairman and Gov. Wike…",negative,RT PeterObiUSA Look evidence PeterObi Rivers State past Presidential Election INEC Chairman Gov Wike
